Entry	Entry name	Protein names	Domain [FT]
O75173	ATS4_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 4 (ADAM-TS 4) (ADAM-TS4) (ADAMTS-4) (EC 3.4.24.82) (ADMP-1) (Aggrecanase-1)	DOMAIN 218..428;  /note="Peptidase M12B";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00276"; DOMAIN 437..519;  /note="Disintegrin"; DOMAIN 520..575;  /note="TSP type-1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00210"
P40394	ADH7_HUMAN	All-trans-retinol dehydrogenase [NAD(+)] ADH7 (EC 1.1.1.105) (Alcohol dehydrogenase class 4 mu/sigma chain) (EC 1.1.1.1) (Alcohol dehydrogenase class IV mu/sigma chain) (Gastric alcohol dehydrogenase) (Omega-hydroxydecanoate dehydrogenase ADH7) (EC 1.1.1.66) (Retinol dehydrogenase)	
Q92974	ARHG2_HUMAN	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1) (Microtubule-regulated Rho-GEF) (Proliferating cell nucleolar antigen p40)	DOMAIN 235..432;  /note="DH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00062"; DOMAIN 472..571;  /note="PH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00145"
Q8NFJ8	BHE22_HUMAN	Class E basic helix-loop-helix protein 22 (bHLHe22) (Class B basic helix-loop-helix protein 5) (bHLHb5) (Trinucleotide repeat-containing gene 20 protein)	DOMAIN 242..296;  /note="bHLH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00981"
Q96DR7	ARHGQ_HUMAN	Rho guanine nucleotide exchange factor 26 (SH3 domain-containing guanine exchange factor)	DOMAIN 439..623;  /note="DH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00062"; DOMAIN 655..782;  /note="PH";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00145"; DOMAIN 789..850;  /note="SH3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00192"
P15538	C11B1_HUMAN	Cytochrome P450 11B1, mitochondrial (CYPXIB1) (Cytochrome P-450c11) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase, CYP11B1) (EC 1.14.15.4)	
Q16186	ADRM1_HUMAN	Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog)	
P26436	ASPX_HUMAN	Acrosomal protein SP-10 (Acrosomal vesicle protein 1)	
Q9HB09	B2L12_HUMAN	Bcl-2-like protein 12 (Bcl2-L-12) (Bcl-2-related proline-rich protein)	
O60563	CCNT1_HUMAN	Cyclin-T1 (CycT1) (Cyclin-T)	
P61769	B2MG_HUMAN	Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3]	DOMAIN 25..113;  /note="Ig-like C1-type"
P51825	AFF1_HUMAN	AF4/FMR2 family member 1 (ALL1-fused gene from chromosome 4 protein) (Protein AF-4) (Protein FEL) (Proto-oncogene AF4)	
Q8NAC3	I17RC_HUMAN	Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor homolog) (IL17Rhom) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14)	DOMAIN 583..735;  /note="SEFIR";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00867"
O43736	ITM2A_HUMAN	Integral membrane protein 2A (Protein E25)	DOMAIN 133..227;  /note="BRICHOS";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00255"
Q9BY32	ITPA_HUMAN	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p)	
Q9UM21	MGT4A_HUMAN	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]	
Q8TCB0	IFI44_HUMAN	Interferon-induced protein 44 (p44) (Microtubule-associated protein 44)	DOMAIN 1..152;  /note="TLDc";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01234"
Q0D2I5	IFFO1_HUMAN	Intermediate filament family orphan 1 (Tumor antigen HOM-TES-103)	DOMAIN 73..526;  /note="IF rod";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01188"
Q16048	MCHL1_HUMAN	Putative pro-MCH-like protein 1 (Pro-MCH variant) (Pro-melanin-concentrating hormone-like protein 1)	
P05412	JUN_HUMAN	Transcription factor AP-1 (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)	DOMAIN 252..315;  /note="bZIP";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00978"
Q96S16	JMJD8_HUMAN	JmjC domain-containing protein 8 (Jumonji domain-containing protein 8)	DOMAIN 131..264;  /note="JmjC";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00538"
Q2VYF4	LETM2_HUMAN	LETM1 domain-containing protein LETM2, mitochondrial (LETM1 and EF-hand domain-containing protein 2) (Leucine zipper-EF-hand-containing transmembrane protein 1-like)	DOMAIN 221..438;  /note="Letm1 RBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01094"
Q9Y241	HIG1A_HUMAN	HIG1 domain family member 1A, mitochondrial (Hypoxia-inducible gene 1 protein) (RCF1 homolog A) (RCF1a)	DOMAIN 1..93;  /note="HIG1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00836"
O94854	K0754_HUMAN	Uncharacterized protein KIAA0754	
P29459	IL12A_HUMAN	Interleukin-12 subunit alpha (IL-12A) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (IL-12 subunit p35) (NK cell stimulatory factor chain 1) (NKSF1)	
Q9BYW1	GTR11_HUMAN	Solute carrier family 2, facilitated glucose transporter member 11 (Glucose transporter type 11) (GLUT-11)	
Q9NXR8	ING3_HUMAN	Inhibitor of growth protein 3 (p47ING3)	
Q3B8N2	LEG9B_HUMAN	Galectin-9B (Gal-9B) (Galectin-9-like protein A)	DOMAIN 17..148;  /note="Galectin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00639"; DOMAIN 228..356;  /note="Galectin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00639"
Q9Y5N6	ORC6_HUMAN	Origin recognition complex subunit 6	
Q4KMZ1	IQCC_HUMAN	IQ domain-containing protein C	DOMAIN 6..35;  /note="IQ";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00116"
A0A075B6K0	LV316_HUMAN	Immunoglobulin lambda variable 3-16	DOMAIN 20..>115;  /note="Ig-like";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00114"
Q01064	PDE1B_HUMAN	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)	DOMAIN 146..503;  /note="PDEase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01192"
O94829	IPO13_HUMAN	Importin-13 (Imp13) (Karyopherin-13) (Kap13) (Ran-binding protein 13) (RanBP13)	DOMAIN 45..111;  /note="Importin N-terminal";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00115"
Q9UGN5	PARP2_HUMAN	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	DOMAIN 231..348;  /note="PARP alpha-helical";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00398"; DOMAIN 356..583;  /note="PARP catalytic";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00397"
Q13087	PDIA2_HUMAN	Protein disulfide-isomerase A2 (EC 5.3.4.1) (Pancreas-specific protein disulfide isomerase) (PDIp)	DOMAIN 27..152;  /note="Thioredoxin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"; DOMAIN 367..496;  /note="Thioredoxin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"
O95502	NPTXR_HUMAN	Neuronal pentraxin receptor	DOMAIN 292..494;  /note="Pentraxin (PTX)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01172"
Q9NUU6	OTULL_HUMAN	Inactive ubiquitin thioesterase OTULINL	DOMAIN 128..356;  /note="OTU";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00139"
O43272	PROD_HUMAN	Proline dehydrogenase 1, mitochondrial (EC 1.5.5.2) (Proline oxidase) (Proline oxidase 2) (p53-induced gene 6 protein)	
Q6IE36	OVOS2_HUMAN	Ovostatin homolog 2	
Q6VVB1	NHLC1_HUMAN	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	
Q9BRQ3	NUD22_HUMAN	Uridine diphosphate glucose pyrophosphatase NUDT22 (UDPG pyrophosphatase) (UGPPase) (EC 3.6.1.45) (Nucleoside diphosphate-linked moiety X motif 22) (Nudix motif 22)	DOMAIN 118..285;  /note="Nudix hydrolase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00794"
Q9Y5B6	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1)	
Q02548	PAX5_HUMAN	Paired box protein Pax-5 (B-cell-specific transcription factor) (BSAP)	
Q8NCN5	PDPR_HUMAN	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)	
Q5T2W1	NHRF3_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	DOMAIN 9..90;  /note="PDZ 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"; DOMAIN 134..215;  /note="PDZ 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"; DOMAIN 243..323;  /note="PDZ 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"; DOMAIN 378..458;  /note="PDZ 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"
P00558	PGK1_HUMAN	Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)	
P49146	NPY2R_HUMAN	Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor)	
O95747	OXSR1_HUMAN	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	DOMAIN 17..291;  /note="Protein kinase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"
P55055	NR1H2_HUMAN	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor)	DOMAIN 222..460;  /note="NR LBD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01189"
P02810	PRPC_HUMAN	Salivary acidic proline-rich phosphoprotein 1/2 (Db-s) (PRP-1/PRP-2) (Parotid acidic protein) (Pa) (Parotid double-band protein) (Parotid isoelectric focusing variant protein) (PIF-S) (Parotid proline-rich protein 1/2) (Pr1/Pr2) (Protein C) [Cleaved into: Salivary acidic proline-rich phosphoprotein 1/2; Salivary acidic proline-rich phosphoprotein 3/4 (Db-F) (PIF-F) (PRP-3/PRP-4) (Protein A); Peptide P-C]	
Q06190	P2R3A_HUMAN	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha (PP2A subunit B isoform PR72/PR130) (PP2A subunit B isoform R3 isoform) (PP2A subunit B isoforms B''-PR72/PR130) (PP2A subunit B isoforms B72/B130) (Serine/threonine-protein phosphatase 2A 72/130 kDa regulatory subunit B)	DOMAIN 758..793;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 972..1007;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
P21108	PRPS3_HUMAN	Ribose-phosphate pyrophosphokinase 3 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 1-like 1) (PRPS1-like 1) (Phosphoribosyl pyrophosphate synthase III) (PRS-III)	
Q6P474	PDXD2_HUMAN	Putative pyridoxal-dependent decarboxylase domain-containing protein 2 (EC 4.1.1.-) (pyridoxal-dependent decarboxylase domain-containing 2 pseudogene)	
Q99811	PRRX2_HUMAN	Paired mesoderm homeobox protein 2 (Paired-related homeobox protein 2) (PRX-2)	
O00398	P2Y10_HUMAN	Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor)	
Q15077	P2RY6_HUMAN	P2Y purinoceptor 6 (P2Y6)	
A4D1T9	PRS37_HUMAN	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	DOMAIN 20..233;  /note="Peptidase S1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00274"
Q9Y5E5	PCDB4_HUMAN	Protocadherin beta-4 (PCDH-beta-4)	DOMAIN 34..132;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 137..241;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 246..346;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 351..450;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 455..560;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 567..670;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q9Y5G8	PCDG5_HUMAN	Protocadherin gamma-A5 (PCDH-gamma-A5)	DOMAIN 30..133;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 134..242;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 243..347;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 348..452;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 453..562;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 570..683;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q9Y5G1	PCDGF_HUMAN	Protocadherin gamma-B3 (PCDH-gamma-B3)	DOMAIN 31..133;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 134..242;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 243..347;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 348..452;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 453..562;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 570..675;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q9Y5H0	PCDG3_HUMAN	Protocadherin gamma-A3 (PCDH-gamma-A3)	DOMAIN 30..133;  /note="Cadherin 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 134..242;  /note="Cadherin 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 243..347;  /note="Cadherin 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 348..452;  /note="Cadherin 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 453..562;  /note="Cadherin 5";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"; DOMAIN 570..682;  /note="Cadherin 6";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00043"
Q96A73	P33MX_HUMAN	Putative monooxygenase p33MONOX (EC 1.-.-.-) (Brain-derived rescue factor p60MONOX) (Flavin monooxygenase motif-containing protein of 33 kDa)	
Q969G9	NKD1_HUMAN	Protein naked cuticle homolog 1 (Naked-1) (hNkd) (hNkd1)	DOMAIN 131..166;  /note="EF-hand";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
Q4G0U5	PCDP1_HUMAN	Cilia- and flagella-associated protein 221 (Primary ciliary dyskinesia protein 1)	
Q8N8D7	NKAI3_HUMAN	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 3) (Protein FAM77D)	
P21810	PGS1_HUMAN	Biglycan (Bone/cartilage proteoglycan I) (PG-S1)	
Q96QT6	PHF12_HUMAN	PHD finger protein 12 (PHD factor 1) (Pf1)	DOMAIN 815..869;  /note="FHA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00086"
Q9BZQ4	NMNA2_HUMAN	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 (NMN/NaMN adenylyltransferase 2) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide mononucleotide adenylyltransferase 2) (NMN adenylyltransferase 2) (Nicotinate-nucleotide adenylyltransferase 2) (NaMN adenylyltransferase 2)	
Q8N5S3	CB073_HUMAN	Uncharacterized protein C2orf73	
P07384	CAN1_HUMAN	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	DOMAIN 55..354;  /note="Calpain catalytic";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00239"; DOMAIN 541..576;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 585..618;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 615..650;  /note="EF-hand 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 680..714;  /note="EF-hand 4";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"
O75969	AKAP3_HUMAN	A-kinase anchor protein 3 (AKAP-3) (A-kinase anchor protein 110 kDa) (AKAP 110) (Cancer/testis antigen 82) (CT82) (Fibrous sheath protein of 95 kDa) (FSP95) (Fibrousheathin I) (Fibrousheathin-1) (Protein kinase A-anchoring protein 3) (PRKA3) (Sperm oocyte-binding protein)	
P07711	CATL1_HUMAN	Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]	
Q6P656	CF161_HUMAN	Cilia- and flagella-associated protein 161	
P49454	CENPF_HUMAN	Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin)	
Q6RI45	BRWD3_HUMAN	Bromodomain and WD repeat-containing protein 3	DOMAIN 1158..1228;  /note="Bromo 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"; DOMAIN 1317..1412;  /note="Bromo 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00035"
O95873	CF047_HUMAN	Uncharacterized protein C6orf47 (Protein G4)	
A0A0U1RR11	CENL1_HUMAN	Centromere protein V-like protein 1 (Centromere protein V pseudogene 1)	DOMAIN 133..246;  /note="CENP-V/GFA";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01239"
Q5JU67	CF157_HUMAN	Cilia- and flagella-associated protein 157	
P43251	BTD_HUMAN	Biotinidase (Biotinase) (EC 3.5.1.12)	DOMAIN 72..351;  /note="CN hydrolase";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00054"
Q6IPU0	CENPP_HUMAN	Centromere protein P (CENP-P)	
Q8IYR0	CF206_HUMAN	Cilia- and flagella-associated protein 206	
Q13410	BT1A1_HUMAN	Butyrophilin subfamily 1 member A1 (BT)	DOMAIN 27..138;  /note="Ig-like V-type 1"; DOMAIN 148..234;  /note="Ig-like V-type 2"; DOMAIN 285..479;  /note="B30.2/SPRY";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00548"
Q9ULZ3	ASC_HUMAN	Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1)	DOMAIN 1..91;  /note="Pyrin";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00061"; DOMAIN 107..195;  /note="CARD";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00046"
Q9H1I8	ASCC2_HUMAN	Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100)	DOMAIN 467..510;  /note="CUE";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00468"
P20248	CCNA2_HUMAN	Cyclin-A2 (Cyclin-A) (Cyclin A)	
Q8WWX0	ASB5_HUMAN	Ankyrin repeat and SOCS box protein 5 (ASB-5)	DOMAIN 278..329;  /note="SOCS box";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00194"
Q9H8G2	CAAP1_HUMAN	Caspase activity and apoptosis inhibitor 1 (Conserved anti-apoptotic protein) (CAAP)	
Q9P000	COMD9_HUMAN	COMM domain-containing protein 9	DOMAIN 122..196;  /note="COMM";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00602"
A8MXV6	CD15L_HUMAN	CMT1A duplicated region transcript 15 protein-like protein	
Q9H9G7	AGO3_HUMAN	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	DOMAIN 236..349;  /note="PAZ";  /evidence="ECO:0000255|HAMAP-Rule:MF_03032"; DOMAIN 518..819;  /note="Piwi";  /evidence="ECO:0000255|HAMAP-Rule:MF_03032"
Q9P1F3	ABRAL_HUMAN	Costars family protein ABRACL (ABRA C-terminal-like protein)	
Q9NRD8	DUOX2_HUMAN	Dual oxidase 2 (EC 1.11.1.-) (EC 1.6.3.1) (Large NOX 2) (Long NOX 2) (NADH/NADPH thyroid oxidase p138-tox) (NADPH oxidase/peroxidase DUOX2) (NADPH thyroid oxidase 2) (Thyroid oxidase 2) (p138 thyroid oxidase)	DOMAIN 819..854;  /note="EF-hand 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 855..890;  /note="EF-hand 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 899..934;  /note="EF-hand 3";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 1084..1266;  /note="Ferric oxidoreductase"; DOMAIN 1267..1373;  /note="FAD-binding FR-type";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00716"
Q2M2I3	FA83E_HUMAN	Protein FAM83E	
Q6ZN54	DEFI8_HUMAN	Differentially expressed in FDCP 8 homolog (DEF-8)	
P0CJ85	DU4L2_HUMAN	Double homeobox protein 4-like protein 2	
P34896	GLYC_HUMAN	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	
P15408	FOSL2_HUMAN	Fos-related antigen 2 (FRA-2)	DOMAIN 124..187;  /note="bZIP";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00978"
Q8N336	ELMD1_HUMAN	ELMO domain-containing protein 1	DOMAIN 133..314;  /note="ELMO";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00664"
Q8IZ81	ELMD2_HUMAN	ELMO domain-containing protein 2	DOMAIN 126..282;  /note="ELMO";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00664"
Q9UK05	GDF2_HUMAN	Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9)	
Q8TE02	ELP5_HUMAN	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)	
Q8WWV6	FCAMR_HUMAN	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor (Fc alpha/mu receptor) (CD antigen CD351)	DOMAIN 61..169;  /note="Ig-like V-type"
Q6IN97	FRP2L_HUMAN	Putative protein FRMPD2-like (FERM and PDZ domain-containing protein 2 pseudogene 1) (FERM and PDZ domain-containing protein 2B pseudogene) (PDZ domain-containing protein 5A)	DOMAIN 1..46;  /note="PDZ 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"; DOMAIN 90..178;  /note="PDZ 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"
Q6ZTU2	E400N_HUMAN	Putative EP400-like protein (EP400 pseudogene 1)	
O43766	LIAS_HUMAN	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	
Q9BY79	MFRP_HUMAN	Membrane frizzled-related protein (Membrane-type frizzled-related protein)	DOMAIN 144..253;  /note="CUB 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"; DOMAIN 259..295;  /note="LDL-receptor class A 1";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 301..414;  /note="CUB 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00059"; DOMAIN 420..455;  /note="LDL-receptor class A 2";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00124"; DOMAIN 461..579;  /note="FZ";  /evidence="ECO:0000255|PROSITE-ProRule:PRU00090"
Q96M15	IFAS1_HUMAN	Putative uncharacterized protein IGF2BP2-AS1 (IGF2BP2 antisense RNA 1) (IGF2BP2 antisense gene protein 1)	
Q6UWX4	HIPL2_HUMAN	HHIP-like protein 2	
B9A064	IGLL5_HUMAN	Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1)	DOMAIN 115..209;  /note="Ig-like C1-type"
